מספר מאגר,זיהוי בעל המאגר- תאגיד,שם בעל מאגר,שם המאגר,ישוב,רחוב,בית,ת.ד.,מיקוד,שרותי דיוור,סטטוס מאגר,תאריך המאגר
64451,511824906,"מועדון ""חבר"" צרכנות בע""מ",מאגר עמיתי החברה,בני ברק,,,996,5110803,,מאושר,1/17/2005
64481,510674195,מועדון הספורט ברמת השרון בעמ,ניהול מנויים מועדון הספורט ברמת השרון,רמת השרון,הבנים,50,0,4722327,כן,מאושר,6/18/2001
64543,511722316,"אלווריון בע""מ",פרטים אישיים ונתונים לגבי אחזקות ופעילות,תל אביב - יפו       ,הברזל,21,,6971029,,מותלה חוב,NULL
64840,512203423,"מור-מאר (אילת) 1995 בע""מ",מור מאיר אילת,אילת,,,4299,8814102,,מאושר,11/13/2001
65267,511845794,"מזור שירותי רפואה ואיבחון (1993) ירושלים בע""מ",מאגר חולם סיעודים (הוד ירושלים),תל אביב - יפו,יונה הנביא,27,,6330227,,מותלה חוב,NULL
65305,511763963,"ארכיב 2000 בע""מ","ארכיב לשנות האלפיים בע""מ",אשדוד,,,12406,0,,מאושר,7/4/2001
65649,513523688,"מול הים נכסים והשכרות (2004) בע""מ",אינדקס שוכרים,רמת גן,דרך בגין מנחם,7,,5268102,,מאושר,11/18/2001
65946,512490186,"יקב קסטל בע""מ","מאגר יקב קסטל בע""מ",רמת רזיאל,.,39,0,90974,,מאושר,11/19/2002
65960,500200431,מ. מ. מטולה,"שכר וכ""א",מטולה,,,1,1029200,,מותלה חוב,NULL
67117,511895419,"מירהפרם בע""מ","בית מרקחת מירה פארם בע""מ",חולון,שד הוז דב,56,,5823924,,מאושר,6/19/2001
67375,511221566,"מכון ב""ר - בקרה רפואית בע""מ",לקוחות מכון בר,אבן יהודה,תל צור,37,2721,4054642,כן,מותלה חוב,NULL
67382,511908956,"מכון ברנדמן בע""מ",ללא שם,תל אביב - יפו       ,אלון יגאל,57,,6789116,,מותלה חוב,NULL
67407,580025021,"המכון הישראלי לייצוא ולשיתוף פעולה בין-לאומי (ע""ר)",חברות,תל אביב - יפו,המרד,29,,6812511,כן,מאושר,10/28/2001
67451,511113326,"מכון שחר אורה שינרמן בע""מ",שמות העובדים המרצים והתלמידים כתובתם ות.,רעננה,יפה אליעזר,5,308,4345103,כן,מאושר,7/4/2001
67474,500701636,הטכניון - מכון טכנולוגי לישראל,מאגר סטודנטים בטכניון,חיפה,קרית הטכניון נוה,שאנן,0,0,,מאושר,6/25/2001
67612,512453416,"מכרזי אשראי לישראל בע""מ","מכרזי אשראי לישראל בע""מ",רמת גן,אבא הילל,17,0,0,,מאושר,12/20/2001
67864,520044421,"פולאר תקשורת בע""מ",ללא שם,תל אביב,הארבעה,21,0,6473921,,מאושר,7/5/2001
68069,520029034,מלונות הכשרת הישוב בעמ,מאגר שכר,רמת גן              ,קריניצי,1,,5245301,,מאושר,7/8/2001
68198,513101733,"נתיבי חוג החופש בע""מ","נתיבי חוג החופש בע""מ",בני ברק,בן גוריון דוד,1,,5120149,כן,מאושר,5/31/2006
68718,510962319,"מנרב תעשיות  בע""מ.",נתונים כללים,אשקלון              ,אזור תעשיה,,10,7810001,,מותלה חוב,NULL
68923,513530006,"חצי חשבון בע""מ ",ליפ נתוני עלויות תקשורת של לקוחות,הרצליה,,,12883,4672206,כן,מאושר,5/28/2006
69158,512765710,"א.ש.ל סוכנות לביטוח חיים (1999) בע""מ",לקוחות ומעסיקים,תל אביב - יפו,החשמונאים,115,,6713325,,מאושר,5/28/2006
69319,511673865,"בית פנחס מרכז גיראטרי בע""מ",תיקיה רפואית,פתח תקווה,עין גדי,34,7457,4925634,,מותלה חוב,NULL
69401,510557119,מעלות הוצאת ספרים בעמ,מורים,תל אביב,קרליבך,29,20123,6713224,כן,מאושר,6/17/2001
69690,520025479,מפעלי תובלה בעמ,עובדי חברת מפעלי תובלה -נתוני שכר,עומר,,,72,8496501,,מאושר,11/19/2002
69739,520042581,"עמ""י - חברה לניהול קופות גמל ענפיות בע""מ","עמ""י חברה לניהול קופות גמל ענפיות בע""מ",תל-אביב,ארלוזורוב,93,,6209801,,מאושר,5/7/2006
69943,520010869,מקורות חברת מים בעמ,עובדים (רשימת עובדי החברה),תל-אביב,לינקולן,9,20128,6713402,,מאושר,11/13/2001
70102,590017489,קרן גנראלי לזכר מבוטחי גנראלי במזרח אירו,מאגר עובדים,ירושלים,"שד שז""ר",1,36311,9543501,,מותלה חוב,NULL
70361,61199,שירותי בריאות כללית,"מאגר מטופלים של קופ""ח שרותי בריאות כללית",תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/17/2005
70842,511179152,"מרכז רפואי רמת אביב המאה ה-21 בע""מ",מאגר מטופלים - בית גדי,נווה איתמר נתניה,לבנון,7,0,42370,,מותלה חוב,NULL
70872,520037094,"מרכז רפואי תל-אביב ע""ש אליאס סוראסקי",euro spk,תל אביב - יפו,ויצמן,6,,6423906,כן,מאושר,11/19/2002
71017,512828781,"חסין אש תעשיות בע""מ",שקלולית לחלונות תוכנת שכר,באר שבע,,,36,8410001,,מאושר,7/25/2001
71344,520020421,"בנק יהב לעובדי המדינה בע""מ",נתוני אשראי,ירושלים             ,ירמיהו,80,,9446759,,מאושר,6/8/2006
71740,512685678,"הפנינג תקשורת שיווקית בע""מ",פרומו מדיה,שוהם,שד עמק איילון,30,1819,6083530,כן,מותלה חוב,NULL
71886,511219685,"מתן שרותי בריאות בע""מ",סיעוד,באר שבע,,,6165,8416002,,מאושר,6/17/2001
72074,61199,שירותי בריאות כללית,סופר פארם-דאר אלדוודא,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,6/8/2006
72601,500500517,בנק ישראל/ המשרד הראשי,מכשירים פיננסיים נגזרים,ירושלים,,,780,9100701,,מאושר,6/8/2006
72969,520032707,גד חברה לבנין בעמ,לקוחות,תל אביב - יפו,,,2387,6102202,,מאושר,6/27/2001
73065,511772139,"נווה ב.ב. פרויקטים בע""מ","נווה ביב פרויקטיים בע""מ",אופקים,אזור התעשיה,83/48,,80300,,מותלה חוב,NULL
73744,61199,שירותי בריאות כללית,פיזיותרפיה אשדוד מחוז מרכז,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,4/23/2006
73867,500235700,עירית אריאל,מנכלית - משכורות,אריאל,יהודה,5,,4070000,,מאושר,12/23/2001
74215,512281759,אבגול בעמ,"אבגול בע""מ",תל אביב - יפו       ,דרך בגין,132,,6701101,,מותלה חוב,NULL
74398,510364599,"נכסי קריסטל למסחר (ר""ג) בע""מ","נכסי קריסטל למסחר (ר""ג) בע""מ",רמת גן,החילזון,12,,5252276,,מותלה חוב,NULL
74572,511464927,"מ.ג.ע.ר. - מרכז גביה ממוחשבת בע""מ",מאגר ניהול פניות,בית דגן,בגין מנחם,5,39,5020000,,מאושר,5/28/2006
74978,510753551,"סופר-פארם (ישראל) בע""מ",מגדל העמק - עובדים,הרצליה,שנקר אריה,16,,4672516,,מאושר,6/8/2006
75021,512007295,"נתיבי המפרץ בע""מ",ללא שם,טירת כרמל,אייל מוצקין,21,138,39100,,מותלה חוב,NULL
75197,513828715,"סל מי בע""מ",CELLME,תל אביב,שלומציון המלכה,40,0,6226604,,מאושר,12/9/2009
75266,511003212,"ס.א.מ.שרותי ביראות וסעד בע""מ",תפארת אבות,יהוד-מונוסון,,,5031,5624224,,מותלה חוב,NULL
75289,0,,מרפאה עצמאית (פז חרמוני),,,,,,,מותלה חוב,NULL
75304,510831175,"מיטב דש ניהול תיקים בע""מ",לקוחות ניהול תיקים,בני ברק             ,ששת הימים,30,,5120261,כן,מאושר,6/8/2006
75526,511294035,"סאטלינק תקשורת בע""מ",לקוחות חברה,נווה אילן           ,ד.נ. הרי יהודה,,,9085000,,מותלה חוב,NULL
75632,511877334,"סאן מדיקל קומפני בע""מ",סאן מדיקל,תל אביב - יפו,דרך בגין,23,,6618356,,מותלה חוב,NULL
75853,512152208,"אוברסיז טובאקו בע""מ",מאגר צרכנים,נתניה               ,,,8811,,כן,מותלה חוב,NULL
76035,510838360,"סוכנויות פלתורס בטוח בע""מ",מאגר מבוטחי פלתורס,רמת גן,דרך אבא הלל,16,,5250608,כן,מאושר,6/17/2001
76202,520040882,"שיכון ובינוי - סולל בונה (בנין ותשתית) בע""מ",נתוני שכר וכח אדם,קריית שדה התעופה,,,1133,7019802,,מותלה חוב,NULL
76286,540002383,סומך חייקין,מאגר משאבי אנוש,תל אביב,"יעב""ץ",33,609,6525832,,מאושר,12/27/2001
76293,510902729,סונול ישראל בעמ,קובץ אב נתוני שכר עובדים,נתניה,הגביש,6,16593,4250706,,מותלה חוב,NULL
76448,511779639,"קומפיוגן בע""מ",ניהול כוח אדם שכר וספקים,תל אביב,רוזן פנחס,72,0,6951294,,מאושר,11/7/2004
76682,511252629,"סופר פוש (מערכות שיווק ) בע""מ",עובדים - מאגר העובדים של החברה,רמת גן,האחים בז'רנו,7,0,5232901,,מותלה חוב,NULL
76721,0,GMAC באמצעות פרל כהן צדק לצר,Prospective Graduate Business Students I,הרצליה              ,שנקר אריה,5,12704,4672505,כן,מאושר,5/31/2006
77368,0,,"מאמר מחירי נדל""ן",,,,,,,מותלה חוב,NULL
77406,500700133,"בית ספר ממ""ד מורשה עמישב","מנב""ס",נתניה,הלחי,2,7218,42171,,מאושר,3/30/2006
77628,510139082,ניאופרם בעמ,נתוני לקוחות מסחריים,פתח תקווה,השילוח,6,,4951439,,מאושר,1/20/2003
78229,500106265,"משרד הבריאות/מ""ר תל-השומר)שיבה(",יחידת הפריה חוץ גופית שיבא,רמת גן,דרך לוד,0,,,,מאושר,4/20/2006
78259,511930125,"סלקום ישראל בע""מ",מאגר משתמשים בשירותי סלקום,נתניה               ,הגביש,10,4060,4250708,,מאושר,11/19/2002
78563,500500855,המועצה לייצור צמחים ולשיווקם,מגדלים,יהוד-מונוסון        ,דרך העצמאות,40,235,5630417,,מאושר,NULL
78908,512519687,"סקאל דיוטי פרי בע""מ",לקוחות וספקים סקאל דיוטי פרי,הרצליה,השונית,2,,4655502,כן,מאושר,6/25/2001
80309,510886856,"מימון חברה לשמאות וסקרים בע""מ",פרטים איישים של מבוטחים שרכבם נזוק בתאונ,הוד השרון,,,7364,0,,מאושר,12/23/2002
80408,61199,שירותי בריאות כללית,מרפאת פינסקר מחוז מרכז,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,4/23/2006
81009,500230008,עירית ירושלים,מאגר עולים לתעסוקה,ירושלים,,,775,9100701,,מאושר,11/19/2002
81060,500106406,משרד הרווחה/המשרד הראשי,שרות מבחן לנוער - רחובות,ירושלים,בנק ישראל,5,,9195021,,מאושר,4/24/2006
81122,510624810,עלית נסיעות ותיירות בעמ,"עלית נסיעות לתיירות בע""מ",רמת גן,תובל,52,,5252253,,מאושר,6/25/2001
81199,500106406,משרד הרווחה/המשרד הראשי,טיפול בתרומות (אפוטרופוס),ירושלים,בנק ישראל,5,,9195021,,מאושר,4/24/2006
81818,590000931,הקרן למפעל שיקום,משרד ראשי,תל אביב - יפו       ,יהודה החסיד,57,15002,6115001,,מאושר,4/9/2003
81977,511415655,"***מלון ענבר בע""מ",ללא שם,ערד,יהודה,38,982,8905813,,מותלה חוב,NULL
82037,580322980,"תלמוד תורה מאור ישראל - ירושלים ת""ו (ע""ר)","מנב""ס",ירושלים,שירת הים,4,5734,9772804,,מאושר,NULL
82136,61199,שירותי בריאות כללית,פיזיוטרפיה ביח' העמק שרותי בריאות כללית,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,11/19/2002
82172,511508186,"עתיד רשת מכללות טכנולוגיות בע""מ",תוכנות שכר,טירת כרמל,מוצקין,13,,3902652,כן,מותלה חוב,NULL
82211,511844755,"איילה עתירים נסיעות ותיירות בע""מ",גל - אור,תל-אביב,שלום עליכם,18,0,6334304,,מאושר,6/19/2001
82235,512897216,"נוקיה סולושינס ונטוורקס ישראל בע""מ",תוני עובדים,הוד השרון,הנגר,8,,4501309,,מאושר,11/21/2002
82463,510659535,טל עד אולפני ירושלים בעמ,ניהול כח אדם,רמת השרון,,,9036,0,,מאושר,11/19/2002
82532,511898074,"פאנל מוצרי חשמל בע""מ",ללא שם,באר שבע,החלוץ,123,,8420930,,מותלה חוב,NULL
82631,512678806,"פארמה פלוס דימול רמת גן 1998בע""מ","פארמה פלוס דימול רמת גן 1998בע""מ",רמת גן,ז'בוטינסקי,1,,5252001,,מאושר,10/18/2001
83003,510918279,"אשמורת שירותי רווחה ותרבות בע""מ","עמיתי מועדון ""אשמורת""",תל אביב,בן סרוק,8,0,6296912,כן,מאושר,5/31/2006
83126,511890824,"קלדש בניה בע""מ",ללא שם,תל אביב - יפו,הנחושת,4,,6971069,,מותלה חוב,NULL
83460,511819054,"פי.או.וי. הפקות בע""מ",משכורת עובדים,תל אביב - יפו,התעשיה,10,,6713910,,מותלה חוב,NULL
83545,61199,שירותי בריאות כללית,סופר פארם-סלמאן,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,6/8/2006
83638,513801829,"פוליסה - סוכנות לביטוח (2006) בע""מ","מאגר לקוחות החברה(לרבות לקוחות עבר,קיימי",פתח תקווה,מוטה גור,7,,4952801,,מאושר,5/20/2013
83713,513237271,"לונדבק ישראל בע""מ",רשימת חברים באתר www.alz.co.il,פתח תקווה,,,3088,6789204,,מאושר,5/20/2013
83805,512860560,"פיסת בר ישראל בע""מ",שכר עובדים תיק אישי,יבנה,,,13125,0,,מאושר,6/18/2001
83872,550215255,הוט טלקום שותפות מוגבלת,מאגר מנויי הוט טלקום,פתח-תקוה,הסיבים,25,0,4959383,,מאושר,NULL
84244,512158007,"פלונטר הפקות בע""""מ",פלונטר קום,רמת גן,בצלאל,7,0,5252107,,מאושר,12/16/2001
84412,513659946,"דקל עובדים זרים בע""מ",דקל עובדים זרים,יהוד,אלטלף אברהם,11,0,5621608,,מאושר,7/25/2012
84442,512676206,"פמי פרימיום בע""מ",דמי נהול שרותים רפואיים 1999בעמ מוקד,חולון,המשביר,1,,5885214,,מאושר,6/17/2001
85402,511401911,"פרמה אורנים בע""מ",משכורות,ירושלים,דיסקין,9,,9644009,,מותלה חוב,NULL
85426,510357742,בית ספר לתיירות בישראל בעמ,מרצים,חיפה,הנמל,65,,3303220,,מותלה חוב,NULL
85921,513722082,"די. בי. קארד שירותיים פיננסיים בע""מ ",מאגר לקוחות-פרטים ופיננסים,רמת-גן,ז'בוטינסקי,28,0,5249505,,מאושר,5/31/2006
